First,Last,Inning,Home_Score,Away_Score,Runners_on_Base,Event_Outcome,RBIs_Scored,Max_RBIs_Possible,Situational_Factor,Event_Score,Situational_Score
Jeff,Mathis,6,5,1,0,Strikeout,0,1,1.2,-0.5,-0.6
Peter,Bourjos,6,5,1,0,Strikeout,0,1,1.2,-0.5,-0.6
Bobby,Abreu,6,5,1,0,Strikeout,0,1,1.2,-0.5,-0.6
Kila,Ka'aihue,7,5,1,0,"Generic Out",0,1,1.4,-0.2,-0.28
Wilson,Betemit,7,5,1,0,Single,0,1,1.4,1,1.4
Alex,Gordon,7,5,1,1,Double,1,2,1.4,2,3.5
Mitch,Maier,7,5,2,1,Single,0,2,1.75,1,1.75
Yuniesky,Betancourt,7,5,2,2,Single,1,3,1.75,1,2.33333
Chris,Getz,7,5,3,2,"Generic Out",0,3,2.33333,-0.2,-0.466667
Gregor,Blanco,7,5,3,2,"Caught Stealing",0,3,2.33333,0,0
Erick,Aybar,7,5,3,0,Single,0,1,2.33333,1,2.33333
Alberto,Callaspo,7,5,3,1,"Stolen Base",0,2,2.33333,0,0
Alberto,Callaspo,7,5,3,1,"Generic Out",0,2,2.33333,-0.2,-0.466667
Hideki,Matsui,7,5,3,1,Balk,0,2,2.33333,0,0
Hideki,Matsui,7,6,3,0,"Nonintentional Walk",0,1,1.75,0.3,0.525
Maicer,Izturis,7,6,3,1,Single,0,2,1.75,1,1.75
Juan,Rivera,7,6,3,2,"Generic Out",0,3,1.75,-0.2,-0.35
Howie,Kendrick,7,6,3,2,"Generic Out",0,3,1.75,-0.2,-0.35
Gregor,Blanco,8,6,3,0,Single,0,1,2,1,2
Jason,Kendall,8,6,3,1,Strikeout,0,2,2,-0.5,-1
Billy,Butler,8,6,3,1,Double,1,2,2,2,5
Kila,Ka'aihue,8,6,4,1,"Generic Out",0,2,2.66667,-0.2,-0.533333
Wilson,Betemit,8,6,4,1,"Generic Out",0,2,2.66667,-0.2,-0.533333
Jeff,Mathis,8,6,4,0,"Generic Out",0,1,2.66667,-0.2,-0.533333
Peter,Bourjos,8,6,4,0,Strikeout,0,1,2.66667,-0.5,-1.33333
Bobby,Abreu,8,6,4,0,"Generic Out",0,1,2.66667,-0.2,-0.533333
Alex,Gordon,9,6,4,0,"Nonintentional Walk",0,1,3,0.3,0.9
Willie,Bloomquist,9,6,4,1,Single,0,2,3,1,3
Yuniesky,Betancourt,9,6,4,2,"Generic Out",0,3,3,-0.2,-0.6
Mike,Aviles,9,6,4,2,"Generic Out",0,3,3,-0.2,-0.6
Brayan,Pena,9,6,4,2,"Generic Out",0,3,3,-0.2,-0.6
Chris,Getz,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Jason,Kendall,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Billy,Butler,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Bobby,Abreu,1,0,0,0,Double,0,1,1,2,2
Erick,Aybar,1,0,0,1,"Generic Out",0,2,1,-0.2,-0.2
Alberto,Callaspo,1,0,0,1,Single,0,2,1,1,1
Hideki,Matsui,1,0,0,2,"Generic Out",1,3,1,-0.2,0.133333
Maicer,Izturis,1,1,0,1,"Generic Out",0,2,0.5,-0.2,-0.1
Kila,Ka'aihue,2,1,0,0,Single,0,1,1,1,1
Wilson,Betemit,2,1,0,1,"Wild Pitch",0,2,1,0,0
Wilson,Betemit,2,1,0,1,"Generic Out",0,2,1,-0.2,-0.2
Alex,Gordon,2,1,0,1,"Generic Out",1,2,1,-0.2,0.3
Yuniesky,Betancourt,2,1,1,0,"Generic Out",0,1,2,-0.2,-0.4
Juan,Rivera,2,1,1,0,"Generic Out",0,1,2,-0.2,-0.4
Howie,Kendrick,2,1,1,0,"Generic Out",0,1,2,-0.2,-0.4
Mike,Napoli,2,1,1,0,Strikeout,0,1,2,-0.5,-1
Mitch,Maier,3,1,1,0,Strikeout,0,1,3,-0.5,-1.5
Willie,Bloomquist,3,1,1,0,"Generic Out",0,1,3,-0.2,-0.6
Chris,Getz,3,1,1,0,"Generic Out",0,1,3,-0.2,-0.6
Peter,Bourjos,3,1,1,0,Strikeout,0,1,3,-0.5,-1.5
Bobby,Abreu,3,1,1,0,"Nonintentional Walk",0,1,3,0.3,0.9
Erick,Aybar,3,1,1,1,Strikeout,0,2,3,-0.5,-1.5
Alberto,Callaspo,3,1,1,1,"Generic Out",0,2,3,-0.2,-0.6
Jason,Kendall,4,1,1,0,"Generic Out",0,1,4,-0.2,-0.8
Billy,Butler,4,1,1,0,Single,0,1,4,1,4
Kila,Ka'aihue,4,1,1,1,"Generic Out",0,2,4,-0.2,-0.8
Wilson,Betemit,4,1,1,1,Strikeout,0,2,4,-0.5,-2
Hideki,Matsui,4,1,1,0,"Generic Out",0,1,4,-0.2,-0.8
Maicer,Izturis,4,1,1,0,"Generic Out",0,1,4,-0.2,-0.8
Juan,Rivera,4,1,1,0,"Generic Out",0,1,4,-0.2,-0.8
Alex,Gordon,5,1,1,0,Strikeout,0,1,5,-0.5,-2.5
Yuniesky,Betancourt,5,1,1,0,"Generic Out",0,1,5,-0.2,-1
Mitch,Maier,5,1,1,0,"Generic Out",0,1,5,-0.2,-1
Howie,Kendrick,5,1,1,0,Double,0,1,5,2,10
Mike,Napoli,5,1,1,1,"Generic Out",0,2,5,-0.2,-1
Peter,Bourjos,5,1,1,1,"Fielder Choice",1,2,5,0,2.5
Bobby,Abreu,5,2,1,1,"Caught Stealing",0,2,2.5,0,0
Bobby,Abreu,5,2,1,0,Single,0,1,2.5,1,2.5
Erick,Aybar,5,2,1,1,Triple,1,2,2.5,3,8.75
Alberto,Callaspo,5,3,1,1,"Generic Out",0,2,1.66667,-0.2,-0.333333
Willie,Bloomquist,6,3,1,0,"Generic Out",0,1,2,-0.2,-0.4
Chris,Getz,6,3,1,0,"Generic Out",0,1,2,-0.2,-0.4
Jason,Kendall,6,3,1,0,Single,0,1,2,1,2
Billy,Butler,6,3,1,1,"Generic Out",0,2,2,-0.2,-0.4
Hideki,Matsui,6,3,1,0,"Generic Out",0,1,2,-0.2,-0.4
Maicer,Izturis,6,3,1,0,Strikeout,0,1,2,-0.5,-1
Juan,Rivera,6,3,1,0,"Generic Out",0,1,2,-0.2,-0.4
Kila,Ka'aihue,7,3,1,0,"Generic Out",0,1,2.33333,-0.2,-0.466667
Wilson,Betemit,7,3,1,0,Single,0,1,2.33333,1,2.33333
Alex,Gordon,7,3,1,1,"Generic Out",0,2,2.33333,-0.2,-0.466667
Yuniesky,Betancourt,7,3,1,1,Single,0,2,2.33333,1,2.33333
Mitch,Maier,7,3,1,2,"Nonintentional Walk",0,3,2.33333,0.3,0.7
Willie,Bloomquist,7,3,1,3,"Generic Out",0,4,2.33333,-0.2,-0.466667
Howie,Kendrick,7,3,1,0,Single,0,1,2.33333,1,2.33333
Mike,Napoli,7,3,1,0,"Generic Out",0,1,2.33333,-0.2,-0.466667
Peter,Bourjos,7,3,1,0,Double,0,1,2.33333,2,4.66667
Bobby,Abreu,7,3,1,1,"Intentional Walk",0,2,2.33333,0.3,0.7
Erick,Aybar,7,3,1,2,Strikeout,0,3,2.33333,-0.5,-1.16667
Chris,Getz,8,3,1,0,"Generic Out",0,1,2.66667,-0.2,-0.533333
Jason,Kendall,8,3,1,0,"Nonintentional Walk",0,1,2.66667,0.3,0.8
Billy,Butler,8,3,1,1,"Generic Out",0,2,2.66667,-0.2,-0.533333
Kila,Ka'aihue,8,3,1,1,"Generic Out",0,2,2.66667,-0.2,-0.533333
Alberto,Callaspo,8,3,1,0,"Generic Out",0,1,2.66667,-0.2,-0.533333
Hideki,Matsui,8,3,1,0,"Generic Out",0,1,2.66667,-0.2,-0.533333
Maicer,Izturis,8,3,1,0,"Generic Out",0,1,2.66667,-0.2,-0.533333
Wilson,Betemit,9,3,1,0,"Generic Out",0,1,3,-0.2,-0.6
Alex,Gordon,9,3,1,0,"Generic Out",0,1,3,-0.2,-0.6
Yuniesky,Betancourt,9,3,1,0,"Generic Out",0,1,3,-0.2,-0.6
Willie,Bloomquist,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Mitch,Maier,1,0,0,0,Strikeout,0,1,1,-0.5,-0.5
Billy,Butler,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Bobby,Abreu,1,0,0,0,Strikeout,0,1,1,-0.5,-0.5
Erick,Aybar,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Alberto,Callaspo,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Kila,Ka'aihue,2,0,0,0,Strikeout,0,1,2,-0.5,-1
Wilson,Betemit,2,0,0,0,Strikeout,0,1,2,-0.5,-1
Alex,Gordon,2,0,0,0,"Nonintentional Walk",0,1,2,0.3,0.6
Mike,Aviles,2,0,0,1,Single,0,2,2,1,2
Brayan,Pena,2,0,0,2,Strikeout,0,3,2,-0.5,-1
Torii,Hunter,2,0,0,0,Strikeout,0,1,2,-0.5,-1
Hideki,Matsui,2,0,0,0,"Generic Out",0,1,2,-0.2,-0.4
Maicer,Izturis,2,0,0,0,Single,0,1,2,1,2
Mike,Napoli,2,0,0,1,Strikeout,0,2,2,-0.5,-1
Yuniesky,Betancourt,3,0,0,0,"Generic Out",0,1,3,-0.2,-0.6
Willie,Bloomquist,3,0,0,0,"Generic Out",0,1,3,-0.2,-0.6
Mitch,Maier,3,0,0,0,"Generic Out",0,1,3,-0.2,-0.6
Jeff,Mathis,3,0,0,0,Single,0,1,3,1,3
Reggie,Willits,3,0,0,1,"Generic Out",0,2,3,-0.2,-0.6
Bobby,Abreu,3,0,0,1,Single,0,2,3,1,3
Erick,Aybar,3,0,0,2,"Generic Out",1,3,3,-0.2,0.4
Alberto,Callaspo,3,1,0,1,"Nonintentional Walk",0,2,1.5,0.3,0.45
Torii,Hunter,3,1,0,2,"Generic Out",0,3,1.5,-0.2,-0.3
Billy,Butler,4,1,0,0,"Generic Out",0,1,2,-0.2,-0.4
Kila,Ka'aihue,4,1,0,0,Strikeout,0,1,2,-0.5,-1
Wilson,Betemit,4,1,0,0,Strikeout,0,1,2,-0.5,-1
Hideki,Matsui,4,1,0,0,Single,0,1,2,1,2
Maicer,Izturis,4,1,0,1,"Caught Stealing",0,2,2,0,0
Maicer,Izturis,4,1,0,0,"Generic Out",0,1,2,-0.2,-0.4
Mike,Napoli,4,1,0,0,Strikeout,0,1,2,-0.5,-1
Alex,Gordon,5,1,0,0,Strikeout,0,1,2.5,-0.5,-1.25
Mike,Aviles,5,1,0,0,Strikeout,0,1,2.5,-0.5,-1.25
Brayan,Pena,5,1,0,0,Strikeout,0,1,2.5,-0.5,-1.25
Jeff,Mathis,5,1,0,0,"Generic Out",0,1,2.5,-0.2,-0.5
Reggie,Willits,5,1,0,0,"Generic Out",0,1,2.5,-0.2,-0.5
Bobby,Abreu,5,1,0,0,"Generic Out",0,1,2.5,-0.2,-0.5
Yuniesky,Betancourt,6,1,0,0,Homerun,1,1,3,4,15
Willie,Bloomquist,6,1,1,0,"Generic Out",0,1,6,-0.2,-1.2
Mitch,Maier,6,1,1,0,Error,0,1,6,0,0
Billy,Butler,6,1,1,1,"Generic Out",0,2,6,-0.2,-1.2
Kila,Ka'aihue,6,1,1,1,"Generic Out",0,2,6,-0.2,-1.2
Erick,Aybar,6,1,1,0,"Generic Out",0,1,6,-0.2,-1.2
Alberto,Callaspo,6,1,1,0,"Generic Out",0,1,6,-0.2,-1.2
Torii,Hunter,6,1,1,0,Single,0,1,6,1,6
Hideki,Matsui,6,1,1,1,Strikeout,0,2,6,-0.5,-3
Wilson,Betemit,7,1,1,0,"Generic Out",0,1,7,-0.2,-1.4
Alex,Gordon,7,1,1,0,Single,0,1,7,1,7
Mike,Aviles,7,1,1,1,Single,0,2,7,1,7
Brayan,Pena,7,1,1,2,Strikeout,0,3,7,-0.5,-3.5
Yuniesky,Betancourt,7,1,1,2,"Generic Out",0,3,7,-0.2,-1.4
Maicer,Izturis,7,1,1,0,Single,0,1,7,1,7
Howie,Kendrick,7,1,1,1,"Generic Out",0,2,7,-0.2,-1.4
Jeff,Mathis,7,1,1,0,"Generic Out",0,1,7,-0.2,-1.4
Willie,Bloomquist,8,1,1,0,Strikeout,0,1,8,-0.5,-4
Mitch,Maier,8,1,1,0,Single,0,1,8,1,8
Billy,Butler,8,1,1,1,Single,0,2,8,1,8
Kila,Ka'aihue,8,1,1,2,"Generic Out",0,3,8,-0.2,-1.6
Wilson,Betemit,8,1,1,2,"Nonintentional Walk",0,3,8,0.3,2.4
Alex,Gordon,8,1,1,3,"Generic Out",0,4,8,-0.2,-1.6
Reggie,Willits,8,1,1,0,"Generic Out",0,1,8,-0.2,-1.6
Bobby,Abreu,8,1,1,0,Strikeout,0,1,8,-0.5,-4
Erick,Aybar,8,1,1,0,"Hit By Pitch",0,1,8,0.2,1.6
Alberto,Callaspo,8,1,1,1,"Generic Out",0,2,8,-0.2,-1.6
Mike,Aviles,9,1,1,0,Single,0,1,9,1,9
Brayan,Pena,9,1,1,1,"Generic Out",0,2,9,-0.2,-1.8
Yuniesky,Betancourt,9,1,1,1,Strikeout,0,2,9,-0.5,-4.5
Willie,Bloomquist,9,1,1,1,"Generic Out",0,2,9,-0.2,-1.8
Torii,Hunter,9,1,1,0,"Generic Out",0,1,9,-0.2,-1.8
Hideki,Matsui,9,1,1,0,"Generic Out",0,1,9,-0.2,-1.8
Maicer,Izturis,9,1,1,0,Single,0,1,9,1,9
Howie,Kendrick,9,1,1,1,"Stolen Base",0,2,9,0,0
Howie,Kendrick,9,1,1,1,"Intentional Walk",0,2,9,0.3,2.7
Jeff,Mathis,9,1,1,2,Strikeout,0,3,9,-0.5,-4.5
Mitch,Maier,10,1,1,0,"Generic Out",0,1,10,-0.2,-2
Billy,Butler,10,1,1,0,Strikeout,0,1,10,-0.5,-5
Kila,Ka'aihue,10,1,1,0,Strikeout,0,1,10,-0.5,-5
Reggie,Willits,10,1,1,0,"Generic Out",0,1,10,-0.2,-2
Bobby,Abreu,10,1,1,0,Homerun,1,1,10,4,50
Fred,Lewis,1,0,0,0,Strikeout,0,1,1,-0.5,-0.5
Yunel,Escobar,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Jose,Bautista,1,0,0,0,"Nonintentional Walk",0,1,1,0.3,0.3
Vernon,Wells,1,0,0,1,"Generic Out",0,2,1,-0.2,-0.2
Bobby,Abreu,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Erick,Aybar,1,0,0,0,Strikeout,0,1,1,-0.5,-0.5
Maicer,Izturis,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Adam,Lind,2,0,0,0,Triple,0,1,2,3,6
Aaron,Hill,2,0,0,1,"Generic Out",0,2,2,-0.2,-0.4
Lyle,Overbay,2,0,0,1,"Nonintentional Walk",0,2,2,0.3,0.6
Edwin,Encarnacion,2,0,0,2,Single,1,3,2,1,2.66667
Jose,Molina,2,0,1,2,"Generic Out",0,3,1,-0.2,-0.2
Torii,Hunter,2,0,1,0,"Generic Out",0,1,1,-0.2,-0.2
Juan,Rivera,2,0,1,0,Double,0,1,1,2,2
Howie,Kendrick,2,0,1,1,"Generic Out",0,2,1,-0.2,-0.2
Mike,Napoli,2,0,1,1,"Generic Out",0,2,1,-0.2,-0.2
Fred,Lewis,3,0,1,0,Strikeout,0,1,1.5,-0.5,-0.75
Yunel,Escobar,3,0,1,0,Strikeout,0,1,1.5,-0.5,-0.75
Jose,Bautista,3,0,1,0,"Generic Out",0,1,1.5,-0.2,-0.3
Jeff,Mathis,3,0,1,0,"Generic Out",0,1,1.5,-0.2,-0.3
Peter,Bourjos,3,0,1,0,"Hit By Pitch",0,1,1.5,0.2,0.3
Bobby,Abreu,3,0,1,1,"Hit By Pitch",0,2,1.5,0.2,0.3
Erick,Aybar,3,0,1,2,"Generic Out",0,3,1.5,-0.2,-0.3
Maicer,Izturis,3,0,1,2,"Stolen Base",0,3,1.5,0,0
Maicer,Izturis,3,0,1,2,Strikeout,0,3,1.5,-0.5,-0.75
Vernon,Wells,4,0,1,0,"Nonintentional Walk",0,1,2,0.3,0.6
Adam,Lind,4,0,1,1,"Wild Pitch",0,2,2,0,0
Adam,Lind,4,0,1,1,Single,0,2,2,1,2
Aaron,Hill,4,0,1,2,"Generic Out",1,3,2,-0.2,0.266667
Lyle,Overbay,4,0,2,1,Single,0,2,1.33333,1,1.33333
Edwin,Encarnacion,4,0,2,2,"Generic Out",0,3,1.33333,-0.2,-0.266667
Jose,Molina,4,0,2,2,"Generic Out",0,3,1.33333,-0.2,-0.266667
Torii,Hunter,4,0,2,0,"Generic Out",0,1,1.33333,-0.2,-0.266667
Juan,Rivera,4,0,2,0,Strikeout,0,1,1.33333,-0.5,-0.666667
Howie,Kendrick,4,0,2,0,"Generic Out",0,1,1.33333,-0.2,-0.266667
Fred,Lewis,5,0,2,0,"Generic Out",0,1,1.66667,-0.2,-0.333333
Yunel,Escobar,5,0,2,0,"Generic Out",0,1,1.66667,-0.2,-0.333333
Jose,Bautista,5,0,2,0,"Generic Out",0,1,1.66667,-0.2,-0.333333
Mike,Napoli,5,0,2,0,Single,0,1,1.66667,1,1.66667
Jeff,Mathis,5,0,2,1,"Wild Pitch",0,2,1.66667,0,0
Jeff,Mathis,5,0,2,1,"Generic Out",0,2,1.66667,-0.2,-0.333333
Peter,Bourjos,5,0,2,1,"Generic Out",0,2,1.66667,-0.2,-0.333333
Bobby,Abreu,5,0,2,1,Strikeout,0,2,1.66667,-0.5,-0.833333
Vernon,Wells,6,0,2,0,"Generic Out",0,1,2,-0.2,-0.4
Adam,Lind,6,0,2,0,"Generic Out",0,1,2,-0.2,-0.4
Aaron,Hill,6,0,2,0,"Generic Out",0,1,2,-0.2,-0.4
Erick,Aybar,6,0,2,0,"Generic Out",0,1,2,-0.2,-0.4
Maicer,Izturis,6,0,2,0,"Generic Out",0,1,2,-0.2,-0.4
Torii,Hunter,6,0,2,0,Strikeout,0,1,2,-0.5,-1
Lyle,Overbay,7,0,2,0,Strikeout,0,1,2.33333,-0.5,-1.16667
Edwin,Encarnacion,7,0,2,0,"Nonintentional Walk",0,1,2.33333,0.3,0.7
Jose,Molina,7,0,2,1,"Generic Out",0,2,2.33333,-0.2,-0.466667
Fred,Lewis,7,0,2,1,Double,1,2,2.33333,2,5.83333
Yunel,Escobar,7,0,3,1,Error,0,2,1.75,0,0
Jose,Bautista,7,0,3,2,Strikeout,0,3,1.75,-0.5,-0.875
Juan,Rivera,7,0,3,0,"Generic Out",0,1,1.75,-0.2,-0.35
Howie,Kendrick,7,0,3,0,Strikeout,0,1,1.75,-0.5,-0.875
Mike,Napoli,7,0,3,0,"Generic Out",0,1,1.75,-0.2,-0.35
Vernon,Wells,8,0,3,0,"Nonintentional Walk",0,1,2,0.3,0.6
Adam,Lind,8,0,3,1,Strikeout,0,2,2,-0.5,-1
Aaron,Hill,8,0,3,1,Single,0,2,2,1,2
Lyle,Overbay,8,0,3,2,"Generic Out",0,3,2,-0.2,-0.4
Edwin,Encarnacion,8,0,3,2,"Generic Out",0,3,2,-0.2,-0.4
Jeff,Mathis,8,0,3,0,Strikeout,0,1,2,-0.5,-1
Peter,Bourjos,8,0,3,0,"Generic Out",0,1,2,-0.2,-0.4
Bobby,Abreu,8,0,3,0,Single,0,1,2,1,2
Erick,Aybar,8,0,3,1,"Generic Out",0,2,2,-0.2,-0.4
Jose,Molina,9,0,3,0,"Generic Out",0,1,2.25,-0.2,-0.45
Fred,Lewis,9,0,3,0,Strikeout,0,1,2.25,-0.5,-1.125
Yunel,Escobar,9,0,3,0,Single,0,1,2.25,1,2.25
Jose,Bautista,9,0,3,1,"Generic Out",0,2,2.25,-0.2,-0.45
Maicer,Izturis,9,0,3,0,"Generic Out",0,1,2.25,-0.2,-0.45
Torii,Hunter,9,0,3,0,Strikeout,0,1,2.25,-0.5,-1.125
Juan,Rivera,9,0,3,0,"Generic Out",0,1,2.25,-0.2,-0.45
Fred,Lewis,1,0,0,0,"Nonintentional Walk",0,1,1,0.3,0.3
Yunel,Escobar,1,0,0,1,"Generic Out",0,2,1,-0.2,-0.2
Jose,Bautista,1,0,0,1,Strikeout,0,2,1,-0.5,-0.5
Vernon,Wells,1,0,0,1,"Generic Out",0,2,1,-0.2,-0.2
Bobby,Abreu,1,0,0,0,Single,0,1,1,1,1
Erick,Aybar,1,0,0,1,"Generic Out",0,2,1,-0.2,-0.2
Alberto,Callaspo,1,0,0,1,Single,0,2,1,1,1
Torii,Hunter,1,0,0,2,"Generic Out",0,3,1,-0.2,-0.2
Adam,Lind,2,0,0,0,"Generic Out",0,1,2,-0.2,-0.4
Aaron,Hill,2,0,0,0,Single,0,1,2,1,2
Lyle,Overbay,2,0,0,1,"Nonintentional Walk",0,2,2,0.3,0.6
Travis,Snider,2,0,0,2,"Generic Out",0,3,2,-0.2,-0.4
Jose,Molina,2,0,0,2,Strikeout,0,3,2,-0.5,-1
Howie,Kendrick,2,0,0,0,"Generic Out",0,1,2,-0.2,-0.4
Mike,Napoli,2,0,0,0,"Nonintentional Walk",0,1,2,0.3,0.6
Hideki,Matsui,2,0,0,1,Homerun,2,2,2,4,10
Bobby,Wilson,2,2,0,0,"Generic Out",0,1,0.666667,-0.2,-0.133333
Peter,Bourjos,2,2,0,0,"Generic Out",0,1,0.666667,-0.2,-0.133333
Fred,Lewis,3,2,0,0,"Generic Out",0,1,1,-0.2,-0.2
Yunel,Escobar,3,2,0,0,"Generic Out",0,1,1,-0.2,-0.2
Jose,Bautista,3,2,0,0,"Nonintentional Walk",0,1,1,0.3,0.3
Vernon,Wells,3,2,0,1,"Stolen Base",0,2,1,0,0
Vernon,Wells,3,2,0,1,"Nonintentional Walk",0,2,1,0.3,0.3
Adam,Lind,3,2,0,2,"Generic Out",0,3,1,-0.2,-0.2
Bobby,Abreu,3,2,0,0,Double,0,1,1,2,2
Erick,Aybar,3,2,0,1,"Generic Out",0,2,1,-0.2,-0.2
Alberto,Callaspo,3,2,0,1,Single,0,2,1,1,1
Torii,Hunter,3,2,0,2,"Generic Out",0,3,1,-0.2,-0.2
Aaron,Hill,4,2,0,0,"Generic Out",0,1,1.33333,-0.2,-0.266667
Lyle,Overbay,4,2,0,0,"Generic Out",0,1,1.33333,-0.2,-0.266667
Travis,Snider,4,2,0,0,"Generic Out",0,1,1.33333,-0.2,-0.266667
Howie,Kendrick,4,2,0,0,Single,0,1,1.33333,1,1.33333
Mike,Napoli,4,2,0,1,"Generic Out",0,2,1.33333,-0.2,-0.266667
Hideki,Matsui,4,2,0,1,Double,0,2,1.33333,2,2.66667
Bobby,Wilson,4,2,0,2,Homerun,3,3,1.33333,4,6.66667
Peter,Bourjos,4,5,0,0,"Generic Out",0,1,0.666667,-0.2,-0.133333
Bobby,Abreu,4,5,0,0,Strikeout,0,1,0.666667,-0.5,-0.333333
Jose,Molina,5,5,0,0,"Generic Out",0,1,0.833333,-0.2,-0.166667
Fred,Lewis,5,5,0,0,Homerun,1,1,0.833333,4,4.16667
Yunel,Escobar,5,5,1,0,Strikeout,0,1,1,-0.5,-0.5
Jose,Bautista,5,5,1,0,"Generic Out",0,1,1,-0.2,-0.2
Erick,Aybar,5,5,1,0,"Generic Out",0,1,1,-0.2,-0.2
Alberto,Callaspo,5,5,1,0,"Generic Out",0,1,1,-0.2,-0.2
Torii,Hunter,5,5,1,0,"Generic Out",0,1,1,-0.2,-0.2
Vernon,Wells,6,5,1,0,Strikeout,0,1,1.2,-0.5,-0.6
Adam,Lind,6,5,1,0,"Generic Out",0,1,1.2,-0.2,-0.24
Aaron,Hill,6,5,1,0,"Generic Out",0,1,1.2,-0.2,-0.24
Howie,Kendrick,6,5,1,0,"Generic Out",0,1,1.2,-0.2,-0.24
Mike,Napoli,6,5,1,0,"Generic Out",0,1,1.2,-0.2,-0.24
Hideki,Matsui,6,5,1,0,Single,0,1,1.2,1,1.2
Bobby,Wilson,6,5,1,1,Homerun,2,2,1.2,4,6
Peter,Bourjos,6,7,1,0,"Generic Out",0,1,0.857143,-0.2,-0.171429
Lyle,Overbay,7,7,1,0,Double,0,1,1,2,2
Travis,Snider,7,7,1,1,"Generic Out",0,2,1,-0.2,-0.2
Jose,Molina,7,7,1,1,"Generic Out",0,2,1,-0.2,-0.2
Fred,Lewis,7,7,1,1,"Hit By Pitch",0,2,1,0.2,0.2
Yunel,Escobar,7,7,1,2,"Generic Out",0,3,1,-0.2,-0.2
Bobby,Abreu,7,7,1,0,"Nonintentional Walk",0,1,1,0.3,0.3
Erick,Aybar,7,7,1,1,"Generic Out",0,2,1,-0.2,-0.2
Brandon,Wood,7,7,1,1,"Generic Out",0,2,1,-0.2,-0.2
Torii,Hunter,7,7,1,1,Single,0,2,1,1,1
Howie,Kendrick,7,7,1,2,"Generic Out",0,3,1,-0.2,-0.2
Jose,Bautista,8,7,1,0,Double,0,1,1.14286,2,2.28571
Vernon,Wells,8,7,1,1,"Generic Out",0,2,1.14286,-0.2,-0.228571
Adam,Lind,8,7,1,1,"Generic Out",1,2,1.14286,-0.2,0.342857
Aaron,Hill,8,7,2,0,"Generic Out",0,1,1.33333,-0.2,-0.266667
Mike,Napoli,8,7,2,0,"Generic Out",0,1,1.33333,-0.2,-0.266667
Hideki,Matsui,8,7,2,0,Single,0,1,1.33333,1,1.33333
Bobby,Wilson,8,7,2,1,"Generic Out",0,2,1.33333,-0.2,-0.266667
Peter,Bourjos,8,7,2,1,Strikeout,0,2,1.33333,-0.5,-0.666667
Lyle,Overbay,9,7,2,0,"Generic Out",0,1,1.5,-0.2,-0.3
Travis,Snider,9,7,2,0,"Generic Out",0,1,1.5,-0.2,-0.3
Jose,Molina,9,7,2,0,Strikeout,0,1,1.5,-0.5,-0.75
Fred,Lewis,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Yunel,Escobar,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Jose,Bautista,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Bobby,Abreu,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Erick,Aybar,1,0,0,0,Single,0,1,1,1,1
Alberto,Callaspo,1,0,0,1,Strikeout,0,2,1,-0.5,-0.5
Torii,Hunter,1,0,0,1,Strikeout,0,2,1,-0.5,-0.5
Vernon,Wells,2,0,0,0,Strikeout,0,1,2,-0.5,-1
Adam,Lind,2,0,0,0,Homerun,1,1,2,4,10
Aaron,Hill,2,0,1,0,"Generic Out",0,1,1,-0.2,-0.2
Lyle,Overbay,2,0,1,0,"Generic Out",0,1,1,-0.2,-0.2
Howie,Kendrick,2,0,1,0,"Generic Out",0,1,1,-0.2,-0.2
Juan,Rivera,2,0,1,0,"Generic Out",0,1,1,-0.2,-0.2
Maicer,Izturis,2,0,1,0,"Nonintentional Walk",0,1,1,0.3,0.3
Mike,Napoli,2,0,1,1,"Generic Out",0,2,1,-0.2,-0.2
Edwin,Encarnacion,3,0,1,0,"Generic Out",0,1,1.5,-0.2,-0.3
J.P.,Arencibia,3,0,1,0,Strikeout,0,1,1.5,-0.5,-0.75
Fred,Lewis,3,0,1,0,"Generic Out",0,1,1.5,-0.2,-0.3
Peter,Bourjos,3,0,1,0,"Generic Out",0,1,1.5,-0.2,-0.3
Bobby,Abreu,3,0,1,0,Strikeout,0,1,1.5,-0.5,-0.75
Erick,Aybar,3,0,1,0,Strikeout,0,1,1.5,-0.5,-0.75
Yunel,Escobar,4,0,1,0,Single,0,1,2,1,2
Jose,Bautista,4,0,1,1,Single,0,2,2,1,2
Vernon,Wells,4,0,1,2,Strikeout,0,3,2,-0.5,-1
Adam,Lind,4,0,1,2,"Nonintentional Walk",0,3,2,0.3,0.6
Aaron,Hill,4,0,1,3,Single,1,4,2,1,2.5
